log_rate_clusters log_rate_planets_per_cluster power_law_P power_law_r1 power_law_r2 sigma_hk sigma_incl sigma_incl_near_mmr sigma_log_radius_in_cluster sigma_logperiod_per_pl_in_cluster rate mult period pratio tdur logxi depth dratio dabove dbelow dratio_above dratio_below dratio_across dist_tot_weighted
-0.009178 0.241090 -0.452319 -0.383097 -5.280250 0.014606 3.413820 0.321091 0.176317 0.189618 0.000327 0.017330 0.044600 0.087300 0.040412 0.061850 0.038002 0.144670 0.127245 0.047391 0.068249 0.139455 0.262086 15.539752
0.123034 0.326771 -0.374485 -0.860817 -4.614190 0.024422 3.646140 0.410004 0.275772 0.149249 0.000535 0.023400 0.050294 0.055175 0.031843 0.061923 0.041961 0.131681 0.117522 0.058312 0.124815 0.139137 0.182462 15.540050
0.284284 0.118347 -0.280464 -0.849041 -4.775810 0.014255 1.266940 7.241350 0.275620 0.137159 0.000202 0.018757 0.040456 0.064696 0.056514 0.055635 0.046231 0.144274 0.123288 0.068845 0.141795 0.138768 0.197060 15.540499
-0.355412 1.034970 -0.133229 -0.388965 -5.998250 0.023670 5.333380 0.057896 0.271915 0.182612 0.000222 0.019072 0.039629 0.082348 0.041483 0.064763 0.045086 0.138585 0.136911 0.056516 0.126332 0.191176 0.238774 15.540826
-0.109752 0.462054 -0.496662 -0.484605 -5.276520 0.005451 1.780440 9.846600 0.226810 0.125696 0.000267 0.022880 0.032029 0.105402 0.041145 0.062981 0.036516 0.124009 0.131145 0.049645 0.117459 0.128057 0.235245 15.541390
0.104120 -0.101901 -0.517912 -0.312550 -5.345260 0.020977 1.267160 5.042670 0.150800 0.134390 0.000197 0.020502 0.049098 0.070074 0.042912 0.058486 0.035124 0.163538 0.136661 0.054912 0.093547 0.113287 0.240704 15.541789
0.109179 -0.088526 -0.517770 -0.441516 -5.250200 0.015410 1.147550 6.824130 0.177081 0.141031 0.000782 0.023521 0.043716 0.070394 0.034457 0.047194 0.034573 0.139263 0.134459 0.051807 0.082360 0.133880 0.216437 15.542110
0.046802 0.504730 -0.366283 -0.852676 -4.894890 0.005493 1.658380 8.279890 0.305818 0.158414 0.000357 0.019448 0.035044 0.072400 0.047033 0.060632 0.046048 0.142131 0.123787 0.076206 0.140949 0.118409 0.179153 15.542488
-0.099004 0.568717 -0.413083 -0.553092 -5.704660 0.000002 1.440770 9.560120 0.286470 0.159631 0.000380 0.021747 0.035516 0.071792 0.046948 0.066069 0.037113 0.143893 0.128784 0.046737 0.139391 0.140833 0.217850 15.542790
0.005566 0.355789 -0.429580 -0.604700 -5.274990 0.011011 1.345520 8.021440 0.275860 0.156549 0.000622 0.021335 0.029875 0.064646 0.049275 0.054106 0.044804 0.139524 0.135463 0.050372 0.142767 0.146440 0.198461 15.543230
-0.070448 0.453290 -0.436100 -0.517877 -5.122010 0.000503 2.014280 7.325690 0.242118 0.138440 0.000012 0.023467 0.026787 0.077281 0.049680 0.081827 0.042674 0.138269 0.130866 0.071154 0.118221 0.171556 0.208552 15.543493
0.234746 -0.312978 -0.524668 -0.465538 -5.353740 0.016307 1.572990 1.225350 0.176176 0.148063 0.000242 0.026099 0.060613 0.063054 0.032850 0.053032 0.033651 0.141612 0.132287 0.047917 0.102573 0.122619 0.212604 15.543783
0.349854 0.250216 -0.266509 -1.188680 -4.848570 0.004088 0.799365 9.287530 0.283522 0.162896 0.000190 0.015539 0.028300 0.062672 0.045598 0.064391 0.070383 0.142261 0.137783 0.081527 0.148141 0.161962 0.153591 15.544215
0.026355 0.503710 -0.385275 -0.883932 -4.906400 0.007210 1.883390 7.905620 0.213097 0.142331 0.000230 0.019197 0.037626 0.066568 0.036829 0.071923 0.058149 0.128762 0.135356 0.067765 0.112870 0.119311 0.220600 15.544590
0.143406 0.571737 -0.198130 -1.155670 -3.828990 0.016307 4.390220 0.243889 0.271186 0.158927 0.000185 0.023483 0.028522 0.063801 0.052784 0.061512 0.059452 0.112059 0.113061 0.083425 0.114329 0.103900 0.200979 15.544976
0.100040 -0.193767 -0.537701 -0.328413 -5.528180 0.018261 2.101460 0.778311 0.182179 0.144775 0.000870 0.018718 0.049915 0.059745 0.036964 0.060342 0.037466 0.121946 0.142658 0.049166 0.105426 0.160294 0.179365 15.545570
0.152878 0.206873 -0.410006 -0.815381 -4.653840 0.022167 3.584190 0.136154 0.183783 0.152386 0.000322 0.022753 0.043964 0.059028 0.038942 0.062613 0.045919 0.139600 0.133200 0.066293 0.098673 0.103782 0.233038 15.546053
-0.083912 0.755531 -0.095969 -0.759883 -4.827360 0.011257 5.099430 0.349584 0.253230 0.186275 0.000145 0.015859 0.042286 0.081884 0.064390 0.055787 0.042402 0.126115 0.134061 0.073231 0.112076 0.163768 0.227066 15.546321
0.233649 0.249795 -0.354166 -0.981803 -4.444000 0.000618 1.376120 8.280940 0.254020 0.154658 0.000535 0.023679 0.027773 0.057166 0.053048 0.048433 0.050707 0.135331 0.125951 0.076999 0.137660 0.131569 0.163248 15.546690
-0.000394 0.331064 -0.351400 -0.362906 -5.654400 0.011016 3.768060 0.025654 0.180628 0.195489 0.000345 0.022241 0.032752 0.059640 0.046061 0.072558 0.039551 0.157126 0.127957 0.052164 0.085892 0.129084 0.254658 15.547185
0.076833 0.309947 -0.400369 -0.639863 -5.665350 0.006272 1.085470 8.455410 0.296433 0.164044 0.000165 0.029393 0.034116 0.049458 0.043675 0.067915 0.041195 0.154423 0.122225 0.070169 0.159961 0.133814 0.186813 15.547528
0.250555 0.226104 -0.399851 -0.967998 -5.137290 0.000985 0.907919 8.576690 0.310706 0.174745 0.000417 0.019257 0.044137 0.049662 0.039588 0.057131 0.060035 0.130265 0.131781 0.072149 0.120866 0.161301 0.153876 15.547891
0.129339 0.068272 -0.446869 -0.555452 -5.065750 0.017648 1.414020 5.121330 0.256029 0.148617 0.000550 0.019980 0.044490 0.074064 0.033827 0.061461 0.045965 0.120069 0.108899 0.043703 0.124263 0.129073 0.163541 15.548500
0.406900 -0.224895 -0.397942 -1.007340 -4.235660 0.015554 0.921750 4.528830 0.206140 0.152183 0.000010 0.024128 0.047337 0.072476 0.041168 0.062310 0.048121 0.120451 0.107561 0.074407 0.128201 0.108536 0.165258 15.548789
-0.144187 0.436719 -0.492056 -0.344618 -5.367710 0.003751 3.981910 0.108326 0.242856 0.209944 0.000007 0.017949 0.039697 0.084010 0.036985 0.085100 0.048573 0.132071 0.108991 0.040946 0.114441 0.161578 0.187774 15.549044
-0.012478 0.333717 -0.461543 -0.517327 -4.937070 0.015559 1.918580 6.616270 0.191360 0.135123 0.000057 0.023881 0.045751 0.063500 0.042187 0.065297 0.042480 0.146552 0.143403 0.058018 0.090062 0.112005 0.242549 15.549308
-0.154373 1.144750 0.026010 -0.868426 -3.998900 0.021648 5.782870 0.434137 0.224618 0.149294 0.000155 0.017035 0.028459 0.068541 0.059625 0.073783 0.048365 0.143852 0.131792 0.085882 0.096055 0.123836 0.267292 15.549720
0.187600 -0.138570 -0.478798 -0.517730 -5.477690 0.019368 2.092140 1.126420 0.200359 0.164836 0.000412 0.017538 0.053721 0.070414 0.030974 0.059514 0.050588 0.125346 0.142738 0.051902 0.119359 0.138636 0.201013 15.550171
-0.264095 0.747112 -0.289537 -0.429743 -5.151540 0.004224 5.245390 0.134951 0.202348 0.242092 0.000030 0.014809 0.044372 0.096264 0.049703 0.059959 0.041336 0.147908 0.115962 0.049464 0.086769 0.111905 0.257421 15.550436
0.285659 0.228814 -0.272138 -0.949630 -4.630940 0.012125 1.299070 7.976370 0.247881 0.152085 0.000567 0.024071 0.029423 0.069116 0.051145 0.051550 0.044582 0.123128 0.125668 0.068394 0.130830 0.136525 0.160749 15.550950
-0.168333 1.134570 0.123725 -0.967945 -4.208730 0.017768 5.872670 0.258072 0.269919 0.168133 0.000245 0.016286 0.028807 0.077781 0.058965 0.064558 0.053600 0.123356 0.122754 0.087829 0.119032 0.146341 0.241106 15.551728
-0.034411 0.282933 -0.458462 -0.504128 -4.773530 0.021273 3.342570 0.396173 0.207990 0.168594 0.000517 0.015900 0.056420 0.056727 0.032382 0.060779 0.052278 0.128558 0.106902 0.051566 0.108781 0.113725 0.227387 15.552088
-0.370606 1.251400 0.484816 -0.691988 -5.307610 0.004855 6.443930 0.184603 0.272123 0.218171 0.000150 0.014102 0.034330 0.097871 0.045562 0.067051 0.051092 0.134194 0.132362 0.051722 0.121162 0.134052 0.252259 15.552290
-0.077241 0.667099 -0.264944 -0.710921 -4.101970 0.018356 4.655560 0.437097 0.267301 0.152131 0.000155 0.016673 0.027925 0.075507 0.055753 0.057096 0.063080 0.128464 0.107208 0.069415 0.125280 0.103700 0.225666 15.552670
-0.074578 0.451557 -0.446010 -0.503519 -5.056660 0.000671 1.827100 7.206890 0.280656 0.148241 0.000185 0.016065 0.025942 0.065958 0.048014 0.079516 0.057235 0.150428 0.112745 0.048399 0.139770 0.125604 0.211973 15.553036
0.285386 0.089100 -0.365005 -0.853162 -4.853640 0.011217 1.439740 6.791600 0.221652 0.139005 0.000677 0.022536 0.032022 0.066397 0.045158 0.058705 0.046487 0.114861 0.129364 0.062624 0.124016 0.118145 0.173988 15.553350
0.125347 -0.085914 -0.521413 -0.328664 -5.456760 0.006224 1.888990 1.222970 0.234986 0.165449 0.000367 0.026289 0.044538 0.071094 0.042490 0.048072 0.038236 0.130941 0.117689 0.050119 0.117864 0.128205 0.194010 15.553657
-0.187528 0.754488 -0.325098 -0.666866 -4.912330 0.022436 4.227140 0.287255 0.251783 0.171388 0.000242 0.027621 0.039176 0.065665 0.039100 0.066779 0.040565 0.130578 0.121085 0.053258 0.122339 0.144492 0.229801 15.554053
0.057764 0.258703 -0.436875 -0.493878 -5.678600 0.013244 1.749890 6.794400 0.246721 0.140166 0.000435 0.019244 0.037723 0.060496 0.045220 0.069117 0.045577 0.139622 0.138499 0.060366 0.126186 0.182426 0.194502 15.554443
0.024349 0.136951 -0.525512 -0.337334 -5.469970 0.012162 1.239190 9.449130 0.229814 0.140977 0.000422 0.021241 0.048663 0.081408 0.034163 0.057323 0.038986 0.129595 0.138691 0.041279 0.118196 0.145035 0.207169 15.554750
0.309901 -0.353280 -0.420360 -0.374648 -5.559940 0.020326 0.766848 4.791920 0.263223 0.128438 0.000157 0.023328 0.034699 0.072427 0.056668 0.065082 0.040032 0.128342 0.131741 0.047897 0.124037 0.151779 0.140305 15.555104
0.296355 0.263839 -0.329369 -1.211180 -4.135400 0.002978 0.829914 7.813170 0.308254 0.151848 0.000147 0.025951 0.025241 0.065967 0.052293 0.049827 0.056801 0.136696 0.112342 0.086014 0.151270 0.129700 0.137231 15.555486
0.123648 0.440493 -0.329669 -0.746324 -5.570680 0.016307 1.487790 8.057850 0.366153 0.120032 0.000045 0.020243 0.034069 0.066736 0.047820 0.060477 0.052392 0.162658 0.131281 0.070368 0.173623 0.142871 0.164917 15.555824
0.137795 0.499220 -0.247710 -1.082070 -4.267120 0.017293 4.323950 0.164809 0.291659 0.148153 0.000247 0.018360 0.029552 0.085015 0.047300 0.063581 0.050787 0.135819 0.115208 0.088239 0.129758 0.176245 0.186783 15.556113
0.168031 0.443997 -0.353162 -1.192190 -3.929560 0.002006 1.335650 9.409410 0.223708 0.163827 0.000302 0.020994 0.034965 0.066627 0.044073 0.070617 0.051904 0.121628 0.118328 0.098621 0.104683 0.130146 0.219485 15.556386
0.122897 0.190554 -0.412273 -0.614887 -4.809200 0.008254 1.575090 8.292090 0.155877 0.136647 0.000032 0.023425 0.030292 0.076130 0.053577 0.062857 0.038745 0.163435 0.124506 0.057842 0.085510 0.133211 0.260486 15.556741
-0.004524 0.488328 -0.409897 -0.821780 -5.060120 0.006232 1.600800 8.494680 0.321449 0.146865 0.000242 0.020638 0.032677 0.059451 0.041925 0.080638 0.047080 0.152487 0.125858 0.060291 0.159127 0.139305 0.171944 15.557443
0.108871 -0.019366 -0.478305 -0.309732 -5.831890 0.013332 2.754630 0.527622 0.195865 0.177098 0.000352 0.021118 0.044020 0.074455 0.046193 0.062032 0.040875 0.119319 0.150158 0.037084 0.106199 0.108204 0.193761 15.557709
-0.133091 0.797657 -0.153105 -0.744751 -4.915460 0.010422 4.994990 0.393800 0.257026 0.200342 0.000220 0.016940 0.035918 0.075862 0.056948 0.065172 0.044115 0.138276 0.123021 0.070259 0.131205 0.143880 0.225816 15.558061
-0.187265 0.691788 -0.388834 -0.677689 -4.564040 0.018793 4.814040 0.300880 0.213477 0.176842 0.000432 0.023321 0.039720 0.052032 0.042035 0.064498 0.045855 0.138431 0.122867 0.063904 0.110563 0.111872 0.256026 15.558469
-0.341469 1.225840 -0.154893 -0.631283 -4.462020 0.025782 6.147300 0.198003 0.254880 0.156064 0.000517 0.018452 0.034252 0.060454 0.049931 0.070593 0.047487 0.125835 0.121698 0.079778 0.109721 0.141909 0.234963 15.558818
-0.457452 1.340200 0.647857 -0.685776 -4.999070 0.001651 6.360030 0.373620 0.314636 0.229691 0.000137 0.012123 0.038330 0.101992 0.046078 0.049788 0.054424 0.147167 0.117702 0.074013 0.147389 0.148690 0.212920 15.559387
0.171184 0.159685 -0.354271 -0.629801 -5.389560 0.011863 1.631560 4.626180 0.248230 0.142173 0.000780 0.020942 0.030642 0.061347 0.052645 0.065808 0.036468 0.126792 0.126381 0.064956 0.121333 0.157838 0.191701 15.559650
-0.319435 1.229140 -0.123075 -0.675963 -4.283630 0.025977 6.334590 0.185397 0.243798 0.150294 0.000232 0.020438 0.031771 0.079112 0.048223 0.063230 0.048798 0.132782 0.132213 0.082691 0.110159 0.101465 0.269322 15.559885
-0.566771 1.379630 0.700275 -0.441568 -5.378850 0.003510 6.718530 0.453673 0.259139 0.229695 0.000325 0.012104 0.037982 0.096406 0.052816 0.060252 0.046233 0.128327 0.140152 0.075759 0.107009 0.148378 0.266654 15.560238
-0.117861 0.405815 -0.462075 -0.308942 -5.259640 0.013283 3.810570 0.103130 0.204025 0.194223 0.000845 0.018033 0.048575 0.056588 0.033625 0.059934 0.040355 0.139087 0.125513 0.037835 0.097195 0.157434 0.272408 15.560590
-0.181813 0.567313 -0.481469 -0.505966 -5.268040 0.000495 1.609940 9.364270 0.241482 0.153622 0.000907 0.019087 0.025582 0.053519 0.051633 0.077471 0.038616 0.128671 0.131451 0.060039 0.120088 0.112161 0.234637 15.560970
-0.337432 1.176090 0.590142 -0.720151 -5.463240 0.006941 5.908830 0.284395 0.303434 0.264053 0.000022 0.019058 0.050586 0.106244 0.038756 0.052222 0.041220 0.129112 0.112073 0.061628 0.115973 0.145390 0.197683 15.561392
0.007379 0.240934 -0.474085 -0.500183 -5.338040 0.010882 1.403210 8.105430 0.177954 0.158539 0.000062 0.026176 0.042120 0.057033 0.043403 0.057166 0.043852 0.160594 0.147745 0.052568 0.086161 0.092924 0.263427 15.561637
0.085396 0.091867 -0.472523 -0.325110 -5.506470 0.002790 1.176010 6.013840 0.212285 0.148053 0.000575 0.023511 0.033031 0.065910 0.057667 0.047712 0.037688 0.132793 0.121495 0.046375 0.116882 0.152846 0.197105 15.561960
0.157695 0.167630 -0.393862 -0.694247 -4.949780 0.007781 1.180130 9.820170 0.271063 0.154292 0.000642 0.022493 0.031241 0.052250 0.055743 0.044833 0.046371 0.142929 0.132413 0.059361 0.138502 0.131273 0.155721 15.562500
0.134104 0.146759 -0.428874 -0.625918 -4.953650 0.015628 1.625840 6.610280 0.220971 0.137872 0.000060 0.024345 0.042514 0.062216 0.046869 0.071581 0.042969 0.131885 0.131493 0.057497 0.129278 0.164929 0.167271 15.562882
-0.281929 1.030940 -0.051904 -0.822710 -4.127250 0.012393 6.214200 0.162735 0.241138 0.198683 0.000145 0.021593 0.039567 0.074082 0.039432 0.061698 0.055541 0.124752 0.112329 0.059661 0.096685 0.131067 0.272102 15.563271
-0.297217 0.871269 -0.320090 -0.360849 -5.351780 0.028453 4.851770 0.030360 0.229012 0.153422 0.000412 0.026049 0.030814 0.071861 0.045403 0.067913 0.036859 0.130240 0.124713 0.057152 0.107918 0.146275 0.265610 15.563861
-0.106864 0.485568 -0.454132 -0.494516 -5.610460 0.001721 1.982460 7.240210 0.231615 0.146311 0.000265 0.020272 0.033051 0.076366 0.044165 0.091383 0.040234 0.120418 0.138866 0.055578 0.110796 0.132376 0.225986 15.564335
-0.108112 0.480999 -0.447017 -0.495044 -5.593190 0.027286 3.928500 0.123650 0.233232 0.160426 0.000477 0.020449 0.048662 0.061680 0.032242 0.064757 0.046326 0.131906 0.133020 0.054044 0.120504 0.149477 0.230524 15.564743
-0.172487 0.552659 -0.505720 -0.426314 -5.409940 0.002237 1.894280 8.923290 0.237315 0.148931 0.000832 0.016914 0.039561 0.061315 0.042187 0.070137 0.036529 0.138991 0.127873 0.049890 0.133606 0.143610 0.201259 15.565070
0.009082 0.164915 -0.528377 -0.442413 -5.444510 0.014230 0.999494 8.193310 0.295939 0.142459 0.000307 0.020046 0.046775 0.073094 0.040390 0.051837 0.043154 0.150260 0.117458 0.040405 0.138550 0.163396 0.205834 15.565355
0.474198 0.011290 -0.296148 -1.321170 -3.519990 0.015497 1.151400 6.955920 0.195945 0.140454 0.000395 0.018515 0.040094 0.064442 0.044199 0.061557 0.056361 0.117428 0.109368 0.083769 0.118913 0.099605 0.209318 15.565578
-0.344047 1.284630 0.497174 -0.882931 -4.368350 0.009921 6.264330 0.236743 0.274187 0.211598 0.000307 0.013569 0.036650 0.088185 0.047979 0.060837 0.051810 0.133143 0.122553 0.080092 0.117643 0.162602 0.217179 15.565905
0.052081 -0.049293 -0.544908 -0.249628 -5.472590 0.017233 2.318150 0.965181 0.245930 0.147105 0.000202 0.022105 0.053320 0.055409 0.041977 0.057133 0.044948 0.141140 0.120574 0.049184 0.126635 0.122802 0.193871 15.566319
-0.144230 0.453279 -0.500928 -0.450815 -5.306360 0.002055 1.366120 9.393860 0.239314 0.159733 0.000510 0.023632 0.041175 0.059247 0.037503 0.057363 0.042879 0.144923 0.123329 0.049296 0.142416 0.144836 0.202915 15.566823
0.007721 0.103382 -0.526654 -0.275723 -5.633300 0.013809 1.392240 7.079690 0.212743 0.140106 0.000437 0.023391 0.046434 0.065239 0.048396 0.055710 0.037594 0.120597 0.131342 0.035915 0.100282 0.141954 0.207233 15.567268
-0.398439 0.940012 -0.437367 -0.245294 -5.287630 0.021131 6.339730 0.089941 0.237682 0.140811 0.000127 0.022062 0.030715 0.106139 0.035315 0.076128 0.037130 0.138653 0.127168 0.045021 0.119615 0.154762 0.259572 15.567938
-0.382104 1.056830 -0.436235 -0.504034 -5.464560 0.026304 5.554120 0.174022 0.393908 0.152037 0.000117 0.021292 0.049525 0.068694 0.032035 0.054648 0.051593 0.152640 0.110986 0.082364 0.169189 0.158009 0.151663 15.568410
0.351371 -0.329854 -0.388608 -0.646415 -5.012890 0.019312 0.986463 4.533040 0.151847 0.139780 0.000737 0.020241 0.035766 0.083608 0.048428 0.043711 0.033210 0.141825 0.125379 0.064222 0.088655 0.166400 0.184819 15.568700
0.043065 0.214792 -0.449496 -0.404388 -5.846100 0.012486 1.497930 6.884870 0.247079 0.141732 0.000135 0.025754 0.044803 0.071160 0.036377 0.064144 0.041511 0.137165 0.135860 0.034979 0.138953 0.134483 0.176858 15.569032
-0.081835 0.435613 -0.418632 -0.448911 -5.095940 0.001580 1.089600 9.520040 0.216026 0.166233 0.000357 0.028764 0.032391 0.054666 0.058034 0.051807 0.043879 0.118045 0.127329 0.051801 0.106584 0.127604 0.201237 15.569368
0.086051 0.203302 -0.447104 -0.685537 -5.017140 0.007563 3.293580 0.510250 0.256107 0.183301 0.000257 0.023415 0.051176 0.068393 0.038970 0.054162 0.043820 0.127758 0.130256 0.055352 0.112326 0.159624 0.187912 15.569671
0.024409 0.610172 -0.325138 -1.084100 -4.051780 0.012349 4.831350 0.423280 0.266646 0.169563 0.000185 0.019787 0.041362 0.079177 0.041072 0.052180 0.052051 0.140966 0.118942 0.088310 0.141261 0.122917 0.185970 15.569906
-0.047887 0.395872 -0.441297 -0.511587 -5.481800 0.004660 4.170180 0.506279 0.241241 0.179379 0.000250 0.019164 0.035094 0.094509 0.052343 0.059749 0.038636 0.130681 0.128754 0.072490 0.124750 0.122685 0.206436 15.570087
0.066662 0.121791 -0.519726 -0.627805 -5.185490 0.008497 2.715980 0.112209 0.264656 0.207446 0.000142 0.017680 0.056877 0.067921 0.034188 0.063975 0.051672 0.130672 0.134637 0.056553 0.113723 0.137681 0.209561 15.570326
-0.471568 1.479840 0.011414 -0.215590 -5.881750 0.028127 6.305670 0.147733 0.289782 0.169016 0.000215 0.014095 0.032291 0.078284 0.045661 0.068643 0.054043 0.155233 0.140609 0.066312 0.136835 0.195360 0.218760 15.570642
-0.146211 0.954700 -0.102041 -0.820856 -4.330300 0.023785 5.010670 0.105949 0.272853 0.163604 0.000327 0.017092 0.033865 0.074545 0.057653 0.061466 0.049910 0.121283 0.133065 0.063917 0.122617 0.124853 0.230715 15.571002
-0.281929 1.030940 -0.051904 -0.822710 -4.564360 0.012393 6.214200 0.397798 0.241138 0.198683 0.000250 0.018725 0.040787 0.083692 0.045554 0.054286 0.048700 0.130212 0.119141 0.071476 0.107954 0.163985 0.269045 15.571327
0.072277 0.557902 -0.182885 -0.914070 -4.546600 0.015708 4.336820 0.361279 0.221771 0.186086 0.000190 0.024930 0.031130 0.069041 0.043652 0.065368 0.050639 0.131369 0.128411 0.075694 0.124315 0.138939 0.221552 15.571715
-0.685884 1.362410 -0.220666 -0.167469 -5.469900 0.011068 7.459300 0.413557 0.281053 0.169167 0.000137 0.011958 0.037637 0.109522 0.042471 0.067276 0.042708 0.153905 0.118598 0.067768 0.135496 0.148526 0.242165 15.571997
0.115975 0.163750 -0.450333 -0.645642 -5.011720 0.008896 1.009810 8.921210 0.304423 0.164754 0.000247 0.021881 0.042080 0.072468 0.037026 0.056840 0.047149 0.148146 0.108865 0.051266 0.153583 0.150407 0.143406 15.572223
0.153451 0.106240 -0.342172 -0.458193 -5.655720 0.010998 2.913260 0.483868 0.215387 0.177435 0.000307 0.020266 0.038502 0.065633 0.059960 0.063046 0.042159 0.121031 0.146910 0.053249 0.115462 0.135965 0.208957 15.572625
-0.128951 0.520476 -0.402788 -0.551528 -4.803480 0.018646 4.301370 0.198790 0.172879 0.170092 0.000415 0.017309 0.041396 0.067341 0.031909 0.062717 0.045185 0.177954 0.118957 0.062804 0.086625 0.142384 0.312972 15.572926
0.327567 -0.249596 -0.408916 -0.725267 -4.607380 0.023504 1.503740 2.629790 0.238145 0.122720 0.000272 0.024003 0.047051 0.067310 0.036575 0.049747 0.046068 0.143138 0.120129 0.063769 0.146582 0.131675 0.174081 15.573109
-0.511857 1.153930 -0.332395 -0.209038 -5.758140 0.017108 6.562400 0.159021 0.260835 0.162658 0.000102 0.019222 0.035956 0.097813 0.045190 0.066351 0.038723 0.144791 0.130869 0.048078 0.127365 0.172665 0.252123 15.573762
-0.182041 0.550852 -0.512434 -0.574218 -5.071960 0.001788 1.813020 8.682350 0.221611 0.145568 0.000577 0.019356 0.043439 0.064922 0.035990 0.079051 0.040215 0.123479 0.122447 0.060713 0.099264 0.153244 0.228359 15.574180
0.350071 0.284928 -0.272334 -1.268340 -3.737710 0.009532 1.180860 8.647280 0.220530 0.151138 0.000617 0.023051 0.032042 0.055998 0.043414 0.060946 0.056020 0.107896 0.120956 0.083545 0.100940 0.106206 0.192778 15.574740
-0.485734 1.358150 0.904705 -0.418246 -5.435190 0.005665 7.182970 0.417161 0.251843 0.231148 0.000475 0.015108 0.030065 0.097019 0.057027 0.062268 0.036959 0.131365 0.134639 0.059842 0.117488 0.140686 0.280152 15.574988
0.288694 0.138395 -0.330695 -0.874084 -4.887380 0.020223 1.244840 7.095520 0.293796 0.156866 0.000362 0.021606 0.034799 0.092716 0.040561 0.055136 0.040795 0.138445 0.122002 0.064209 0.137588 0.153101 0.192912 15.575628
0.124342 0.219303 -0.415655 -0.775561 -4.956270 0.020193 3.240310 0.432613 0.267755 0.155673 0.000320 0.020469 0.051296 0.066788 0.029525 0.068062 0.048205 0.128429 0.124357 0.075394 0.128362 0.136943 0.174015 15.575848
0.141350 0.104000 -0.463692 -0.631095 -5.118510 0.008127 1.007180 7.517050 0.208599 0.165192 0.000145 0.024475 0.050969 0.056447 0.048757 0.051275 0.047780 0.122541 0.138620 0.062790 0.116447 0.134444 0.199676 15.576111
0.013178 0.355606 -0.493035 -0.656945 -4.759120 0.002594 1.206160 9.645730 0.200441 0.168594 0.000632 0.023156 0.049535 0.054366 0.041534 0.055145 0.038483 0.126317 0.122496 0.053172 0.099611 0.112094 0.240440 15.576470
-0.378221 1.017720 -0.070894 -0.502184 -5.428390 0.005724 6.053210 0.468615 0.244588 0.223184 0.000497 0.015199 0.041427 0.090831 0.040500 0.060241 0.039750 0.142023 0.128036 0.054812 0.135087 0.147163 0.261270 15.576850
0.147292 -0.131360 -0.536447 -0.471243 -5.244940 0.012671 1.112330 7.560280 0.201528 0.133476 0.000007 0.028466 0.057764 0.076042 0.032690 0.052085 0.040209 0.122279 0.136268 0.050596 0.108754 0.166135 0.202638 15.577104
-0.353085 1.085170 -0.111084 -0.631584 -4.606840 0.014592 6.325830 0.303210 0.247825 0.176566 0.000330 0.020160 0.031779 0.084483 0.045434 0.052448 0.054302 0.124150 0.117298 0.058590 0.109993 0.143026 0.290530 15.577547
-0.181702 0.894011 -0.229068 -0.886062 -4.496110 0.022043 5.053150 0.132167 0.278227 0.163309 0.000090 0.026159 0.034823 0.066070 0.039564 0.060147 0.053590 0.139107 0.121845 0.089350 0.139328 0.139042 0.208094 15.577838
-0.273208 0.876293 -0.334229 -0.382983 -4.981540 0.029181 4.881880 0.362431 0.242607 0.146863 0.000202 0.021540 0.037941 0.063141 0.056728 0.076809 0.035967 0.134593 0.130596 0.058779 0.115176 0.183453 0.226279 15.578159
0.341051 -0.102967 -0.381737 -0.887336 -4.598190 0.017937 1.193370 5.394030 0.176184 0.130783 0.000537 0.021432 0.035737 0.064050 0.058388 0.058481 0.039094 0.121376 0.127305 0.070370 0.104022 0.122917 0.191548 15.578530
0.099811 -0.066628 -0.518411 -0.419234 -5.896110 0.012956 2.353750 0.554638 0.186914 0.167420 0.000405 0.020409 0.056590 0.059885 0.031912 0.049688 0.050301 0.134708 0.149308 0.042028 0.095337 0.155650 0.236552 15.578897
0.054480 0.410798 -0.373975 -0.690341 -5.689290 0.011456 1.162640 9.953360 0.315138 0.145498 0.000182 0.018831 0.036265 0.077625 0.046765 0.047716 0.055716 0.147097 0.139276 0.060549 0.150786 0.137783 0.188040 15.579331
0.052293 0.626626 -0.213074 -1.074000 -4.512540 0.008343 4.736580 0.376781 0.320699 0.191877 0.000037 0.018738 0.037952 0.073022 0.044521 0.060763 0.055340 0.150799 0.123410 0.074462 0.150525 0.165257 0.195915 15.579640
-0.297609 0.781675 -0.406451 -0.374677 -5.984260 0.013925 4.899050 0.174070 0.225062 0.161947 0.000510 0.014308 0.034331 0.088351 0.043877 0.062127 0.049272 0.130076 0.142198 0.050758 0.111991 0.164488 0.229546 15.580043
-0.010285 0.307324 -0.440236 -0.424567 -5.744300 0.006731 1.247220 9.565580 0.247530 0.138042 0.000345 0.019289 0.030704 0.093536 0.051253 0.050684 0.045685 0.131014 0.146950 0.048051 0.116162 0.156203 0.209119 15.580395
0.117772 0.081637 -0.436294 -0.485979 -5.601430 0.015415 2.542290 0.799780 0.269544 0.178827 0.000387 0.026584 0.043250 0.062009 0.041417 0.063895 0.036145 0.129947 0.127017 0.055346 0.112984 0.148168 0.179219 15.580724
0.025815 0.353360 -0.456236 -0.639799 -4.795620 0.001019 1.237380 8.351560 0.167960 0.147001 0.000047 0.029602 0.034735 0.074138 0.046114 0.054828 0.036172 0.155862 0.124314 0.051732 0.078655 0.117810 0.252747 15.581059
