log_rate_clusters log_rate_planets_per_cluster power_law_P power_law_r1 power_law_r2 sigma_hk sigma_incl sigma_incl_near_mmr sigma_log_radius_in_cluster sigma_logperiod_per_pl_in_cluster rate mult period pratio tdur logxi depth dratio dabove dbelow dratio_above dratio_below dratio_across dist_tot_weighted
0.053799 0.351061 -0.383329 -0.677544 -5.562040 0.013876 1.490930 7.231390 0.229139 0.151218 0.000807 0.020607 0.026135 0.065538 0.048312 0.053900 0.063822 0.129289 0.151747 0.041675 0.124819 0.155148 0.208758 16.451800
0.028812 0.250190 -0.469762 -0.487227 -4.954860 0.016534 3.182470 0.552147 0.217697 0.168882 0.000657 0.027269 0.046650 0.052695 0.032011 0.061440 0.043748 0.143494 0.111206 0.043880 0.139777 0.150514 0.200414 16.224700
0.107449 0.246363 -0.379935 -0.554763 -5.513270 0.005108 1.332710 8.941650 0.264370 0.148895 0.000145 0.026568 0.040045 0.073013 0.057596 0.052998 0.038964 0.125787 0.138721 0.047644 0.118682 0.128539 0.184316 15.750800
0.152465 0.060732 -0.450134 -0.578595 -4.716340 0.006814 1.167030 5.789480 0.224624 0.158008 0.000047 0.023915 0.035861 0.058083 0.037968 0.052250 0.051657 0.135168 0.118015 0.051729 0.127213 0.117188 0.186994 14.595100
-0.128824 1.102150 0.107794 -0.958104 -4.003730 0.023003 5.774710 0.036517 0.240412 0.158000 0.000140 0.015269 0.033923 0.058571 0.059840 0.071099 0.047380 0.140624 0.123331 0.095731 0.120267 0.128715 0.263828 15.135700
0.102087 0.456361 -0.299113 -0.855385 -4.668640 0.004199 1.352150 8.547860 0.246578 0.146572 0.000372 0.020781 0.034486 0.075404 0.063058 0.057101 0.043030 0.128610 0.132360 0.068490 0.124381 0.145833 0.168910 15.973100
0.107644 0.379885 -0.404794 -0.884309 -5.073340 0.008921 1.027750 9.818870 0.249749 0.162014 0.000350 0.024844 0.040276 0.065955 0.035407 0.059020 0.056728 0.131349 0.132088 0.058891 0.124292 0.165292 0.199305 16.019200
-0.104343 0.462296 -0.420690 -0.409645 -5.508180 0.022584 4.220030 0.547325 0.264524 0.148631 0.000002 0.023694 0.041932 0.056393 0.039620 0.080808 0.034264 0.144500 0.124325 0.058988 0.138857 0.145833 0.218663 14.887100
0.108336 0.218109 -0.421070 -0.640668 -4.909460 0.012305 1.518760 7.993750 0.213505 0.125231 0.001005 0.026835 0.028206 0.106270 0.050661 0.059718 0.041382 0.118652 0.126590 0.068842 0.090841 0.178590 0.201962 17.676800
0.296342 0.306745 -0.301534 -1.150300 -3.876160 0.011350 2.016770 5.720020 0.210995 0.127661 0.000652 0.021005 0.034042 0.082741 0.050118 0.088863 0.049159 0.117977 0.117177 0.114300 0.111135 0.120103 0.185979 17.239200
-0.057290 0.429787 -0.481667 -0.528540 -5.096620 0.005684 1.804590 7.590410 0.244663 0.151270 0.000707 0.019634 0.042393 0.053910 0.044589 0.067849 0.043053 0.132446 0.125481 0.052471 0.120141 0.190327 0.160101 15.825700
0.145609 0.208212 -0.371930 -0.705767 -4.317110 0.023821 3.391490 0.294125 0.287137 0.143371 0.000112 0.022278 0.031753 0.056930 0.047158 0.068107 0.055689 0.147378 0.093776 0.069485 0.141627 0.188244 0.165436 15.603200
0.111647 0.193903 -0.386946 -0.500077 -5.156550 0.013404 3.090030 0.611178 0.211336 0.182881 0.000847 0.017753 0.036434 0.082966 0.049562 0.063383 0.038743 0.113492 0.136704 0.042964 0.099534 0.148378 0.199967 15.960900
0.166899 -0.088946 -0.512946 -0.327311 -5.815970 0.008689 2.642950 0.915097 0.259235 0.149809 0.001232 0.017834 0.046544 0.088301 0.037994 0.060655 0.037671 0.157399 0.125830 0.047513 0.159444 0.153747 0.177767 17.489200
-0.025741 0.753117 -0.277537 -0.936417 -4.349280 0.013086 2.210970 9.342920 0.231342 0.127239 0.000310 0.017252 0.024620 0.066611 0.052930 0.088875 0.056919 0.129890 0.135091 0.081761 0.114733 0.144942 0.262031 15.985300
-0.139419 0.458388 -0.479358 -0.369498 -5.811860 0.016910 3.938590 0.215326 0.224667 0.169893 0.000345 0.019155 0.042255 0.064453 0.041136 0.065961 0.047576 0.128746 0.150940 0.047428 0.098141 0.152174 0.232315 15.369200
-0.012299 0.485946 -0.396462 -0.613182 -5.200850 0.016422 1.757620 8.209310 0.211806 0.126386 0.000090 0.025137 0.028116 0.110689 0.046686 0.080880 0.057704 0.122987 0.148143 0.065194 0.103932 0.149907 0.193962 17.312000
0.038980 -0.128470 -0.607597 -0.142627 -5.973260 0.001171 2.080830 0.541648 0.193022 0.168627 0.000010 0.027129 0.058066 0.108399 0.030792 0.046379 0.048858 0.120814 0.156946 0.044577 0.093050 0.147222 0.201688 16.599500
-0.377200 1.206900 0.149039 -0.724410 -4.918270 0.005386 6.801250 0.535552 0.344448 0.188224 0.000192 0.019809 0.025431 0.100767 0.054547 0.063225 0.049463 0.151578 0.129973 0.065379 0.160385 0.168874 0.184386 16.374800
0.096767 0.094714 -0.466729 -0.470271 -5.152670 0.015578 1.364980 6.764450 0.243774 0.129223 0.000015 0.023290 0.041751 0.065057 0.043040 0.048227 0.036942 0.132884 0.120845 0.073375 0.127915 0.136125 0.178909 14.239000
-0.331057 1.243960 -0.145707 -0.616318 -4.450040 0.026929 6.324060 0.229847 0.244262 0.152362 0.000015 0.018136 0.034934 0.065217 0.057185 0.053567 0.051540 0.132110 0.136395 0.076460 0.123128 0.124242 0.262488 14.897300
0.156840 0.556561 -0.188244 -1.221890 -4.142220 0.008502 4.275950 0.277456 0.371737 0.178214 0.000422 0.021455 0.034260 0.081380 0.045333 0.051538 0.067080 0.140381 0.110164 0.083469 0.164093 0.142871 0.149981 16.871400
-0.080924 0.279923 -0.543287 -0.285193 -5.539460 0.017935 1.575920 6.896320 0.219315 0.125009 0.000307 0.026295 0.053608 0.097538 0.034913 0.069875 0.039564 0.125703 0.127768 0.045732 0.118267 0.158569 0.193187 16.980700
-0.304469 0.904083 -0.413932 -0.796728 -4.397040 0.017824 5.346260 0.223129 0.231960 0.179083 0.000427 0.020198 0.052809 0.061463 0.030967 0.058504 0.046005 0.133155 0.122731 0.071045 0.108240 0.169154 0.234549 15.411900
-0.608869 1.437650 0.782042 -0.489250 -4.968950 0.001669 7.030080 0.371656 0.278824 0.240072 0.000092 0.011448 0.047785 0.132536 0.037085 0.069017 0.047943 0.141846 0.121414 0.054443 0.127006 0.142910 0.253431 16.518600
0.092784 -0.113721 -0.556910 -0.355750 -5.632950 0.015385 1.496030 4.645410 0.182295 0.137025 0.000037 0.025293 0.054099 0.067127 0.037599 0.057832 0.040243 0.131051 0.146300 0.039145 0.094068 0.143444 0.210290 15.382200
0.132013 0.396127 -0.341109 -0.986847 -4.055580 0.018544 4.158200 0.248851 0.246723 0.146212 0.000347 0.023051 0.037661 0.104806 0.033021 0.059305 0.049783 0.123099 0.125434 0.088969 0.120355 0.129630 0.208562 16.218200
0.242952 -0.046370 -0.400276 -0.617682 -5.297860 0.013803 0.900136 5.590010 0.221941 0.131913 0.000047 0.027908 0.034922 0.079802 0.052004 0.042813 0.039843 0.131574 0.131623 0.056963 0.112134 0.147653 0.234776 15.251700
-0.163564 1.205010 -0.110355 -0.889841 -3.536480 0.027795 5.864220 0.313786 0.345247 0.139803 0.000252 0.021045 0.029396 0.054952 0.048487 0.061935 0.065927 0.164858 0.117001 0.107576 0.167436 0.176006 0.175621 16.290600
-0.098592 1.084730 0.100731 -1.134080 -3.909860 0.023198 5.195420 0.092881 0.284753 0.170050 0.000312 0.019682 0.028748 0.071655 0.054559 0.064182 0.062991 0.144829 0.130976 0.097405 0.149949 0.127747 0.198397 16.540800
0.103149 -0.185746 -0.590156 -0.324261 -5.789020 0.014171 2.646530 0.534449 0.151606 0.183609 0.000975 0.025971 0.070173 0.068318 0.032644 0.061067 0.051285 0.146819 0.155897 0.044496 0.087610 0.144916 0.209269 18.828700
0.355126 -0.218495 -0.353096 -0.684686 -5.112240 0.025400 1.341230 4.691160 0.256136 0.118342 0.000865 0.022861 0.037718 0.084313 0.053828 0.049001 0.047378 0.141994 0.139545 0.064604 0.145389 0.156000 0.162564 17.376700
-0.211578 0.653751 -0.406758 -0.330735 -5.758760 0.013165 4.859910 1.203720 0.233460 0.168108 0.001240 0.019142 0.036492 0.075656 0.051274 0.081869 0.039097 0.131821 0.138432 0.046801 0.109219 0.160273 0.244772 17.599700
0.136664 0.065014 -0.394490 -0.456912 -4.785760 0.017115 2.814210 0.463927 0.204780 0.183269 0.000737 0.020107 0.037304 0.068970 0.048007 0.057193 0.052671 0.121601 0.114422 0.047707 0.106602 0.139744 0.225668 16.283600
-0.124809 0.614328 -0.366839 -0.651860 -5.308820 0.025419 4.594690 0.460977 0.214159 0.159746 0.001365 0.024193 0.043527 0.056541 0.032900 0.073325 0.047190 0.142726 0.134367 0.064247 0.091276 0.119477 0.278727 17.743500
0.123003 0.094022 -0.428523 -0.398343 -5.431260 0.016061 1.355970 7.109760 0.289771 0.141519 0.000137 0.017655 0.033320 0.067246 0.048194 0.070855 0.046650 0.143939 0.110363 0.046390 0.146289 0.138277 0.186189 15.113500
0.071346 0.467412 -0.452592 -0.985422 -5.890350 0.002712 1.004980 9.097900 0.409389 0.171463 0.000375 0.023204 0.054968 0.062559 0.027641 0.057563 0.068982 0.155767 0.123379 0.092431 0.183380 0.160078 0.158242 17.246800
0.033364 0.076399 -0.493033 -0.294925 -5.686640 0.010286 1.089860 6.343710 0.213126 0.151181 0.000555 0.026924 0.036989 0.059686 0.041885 0.044656 0.043255 0.111934 0.115280 0.044210 0.093856 0.118347 0.179438 15.064300
0.357474 -0.092930 -0.458671 -1.074040 -4.276210 0.013371 1.205130 4.612310 0.180958 0.138017 0.000567 0.019405 0.051817 0.076533 0.031694 0.055159 0.063299 0.137838 0.129522 0.081423 0.098076 0.163033 0.198881 16.936500
-0.020315 0.314947 -0.498877 -0.498042 -4.946180 0.008318 1.257240 9.311450 0.279714 0.139309 0.000255 0.020543 0.030684 0.076078 0.041837 0.058655 0.055808 0.144204 0.112040 0.059546 0.129352 0.186580 0.181035 15.632200
0.330422 0.066669 -0.330936 -0.877891 -4.801680 0.010420 1.474120 5.216670 0.184310 0.140407 0.000700 0.025691 0.030631 0.063419 0.056285 0.059173 0.057804 0.135998 0.145303 0.076367 0.095317 0.097378 0.203890 17.262100
0.034870 0.214463 -0.426866 -0.368454 -5.402890 0.015454 1.638760 7.743250 0.207965 0.158920 0.000360 0.019997 0.037819 0.092066 0.056081 0.052773 0.033792 0.125382 0.124540 0.067617 0.116566 0.138596 0.185243 15.535600
-0.046579 0.510273 -0.490358 -0.777705 -5.418950 0.014424 1.206850 7.553070 0.462811 0.141664 0.000485 0.027896 0.049353 0.067985 0.035271 0.061866 0.068509 0.182387 0.104215 0.076838 0.186470 0.174347 0.200023 18.735400
0.052623 -0.163831 -0.571012 -0.153776 -5.315860 0.029855 1.621150 2.598010 0.200512 0.116493 0.000912 0.023704 0.060334 0.087957 0.036050 0.053901 0.046164 0.128585 0.121429 0.035399 0.117351 0.129845 0.186569 17.884700
-0.063640 0.203310 -0.478688 -0.127825 -5.631040 0.012246 1.645920 6.268470 0.206101 0.150117 0.000010 0.025012 0.032559 0.057230 0.055545 0.066625 0.051908 0.134334 0.136278 0.037914 0.100992 0.133061 0.225835 15.646100
0.613472 -0.191115 -0.267592 -1.462180 -3.372820 0.009592 2.371710 0.392193 0.246235 0.179757 0.000860 0.021909 0.034491 0.078474 0.053444 0.051407 0.063839 0.123225 0.119072 0.103606 0.131370 0.136939 0.169927 17.546100
-0.181501 0.536329 -0.532463 -0.562736 -5.340060 0.003810 1.816620 9.234770 0.235516 0.151768 0.000415 0.021292 0.048462 0.054305 0.033057 0.070616 0.051960 0.125908 0.137385 0.044108 0.117019 0.138596 0.220716 15.720200
0.103168 0.359222 -0.370769 -0.791628 -4.457610 0.007796 1.263810 8.873190 0.192067 0.151738 0.000820 0.026939 0.030425 0.062414 0.052206 0.060081 0.050037 0.140632 0.113622 0.060308 0.083444 0.144768 0.225366 17.090000
0.165677 0.168605 -0.392552 -0.748118 -4.980190 0.020837 1.179590 9.613370 0.247832 0.147058 0.000022 0.018612 0.036832 0.096061 0.044512 0.053147 0.048493 0.142839 0.134067 0.063465 0.144928 0.123842 0.186877 15.424300
0.316364 0.104033 -0.308248 -0.870407 -4.427100 0.016092 1.959800 5.516600 0.158274 0.130448 0.000082 0.032165 0.039022 0.062123 0.052103 0.097326 0.040480 0.147175 0.131269 0.060421 0.107265 0.112864 0.204161 17.392800
0.178726 -0.309260 -0.526272 -0.229484 -5.855520 0.004844 1.609960 0.467282 0.189879 0.178668 0.000165 0.027618 0.055083 0.064148 0.038679 0.051361 0.042062 0.117891 0.144794 0.045190 0.093672 0.189949 0.175336 15.559000
0.191368 0.121915 -0.442677 -0.803682 -4.324080 0.013423 1.435530 8.679450 0.138374 0.157469 0.000920 0.021318 0.048348 0.074135 0.043194 0.059511 0.043567 0.170029 0.122975 0.066504 0.099208 0.135333 0.218353 17.685000
-0.170799 0.544495 -0.488947 -0.522105 -5.674220 0.001327 1.840390 9.440070 0.236281 0.155564 0.000297 0.021168 0.035313 0.062951 0.050687 0.067964 0.055169 0.120194 0.148862 0.046917 0.097457 0.161991 0.234971 15.838400
-0.302715 1.269680 0.538553 -0.811842 -5.892360 0.007657 5.683460 0.215828 0.328667 0.207947 0.000020 0.017012 0.033901 0.088606 0.045986 0.065829 0.069863 0.137748 0.141331 0.082627 0.141844 0.117684 0.209005 16.387800
-0.051893 0.353439 -0.412534 -0.497674 -5.209070 0.023032 3.514050 0.282374 0.214693 0.161882 0.000910 0.032218 0.036893 0.061061 0.046951 0.053503 0.046912 0.126968 0.143786 0.068872 0.112666 0.131118 0.240924 17.284500
-0.161575 0.522189 -0.506222 -0.503111 -5.137290 0.000024 1.572180 8.205180 0.209649 0.151640 0.000517 0.029700 0.036425 0.069841 0.040127 0.079222 0.040828 0.142907 0.129734 0.048031 0.114322 0.180593 0.269269 16.922500
-0.222313 1.182820 -0.064138 -0.686529 -4.037080 0.026250 5.898280 0.432898 0.270668 0.141418 0.000580 0.016316 0.038822 0.057435 0.064276 0.067874 0.058141 0.132372 0.110785 0.074399 0.132132 0.124074 0.237515 16.831400
0.054708 0.555398 -0.244734 -0.992946 -4.273380 0.005287 4.567670 0.379926 0.209592 0.194343 0.000505 0.025784 0.034445 0.086648 0.052813 0.055932 0.052078 0.136346 0.122873 0.084001 0.119848 0.125304 0.221558 17.233100
0.144260 0.371280 -0.355515 -0.975304 -4.094370 0.024221 4.326670 0.425581 0.205348 0.164303 0.000665 0.028198 0.046955 0.069100 0.033482 0.070483 0.052790 0.110776 0.126993 0.083397 0.102792 0.146795 0.176646 17.089900
0.063901 0.173181 -0.444571 -0.467309 -4.940600 0.012976 1.322760 6.749540 0.239330 0.147253 0.000297 0.019389 0.035379 0.069059 0.046231 0.064196 0.047921 0.118634 0.116377 0.051416 0.102023 0.153775 0.194850 15.102900
0.162466 0.011480 -0.448437 -0.479366 -5.667090 0.008260 1.025190 8.769640 0.283569 0.133347 0.000262 0.024236 0.036235 0.093683 0.049488 0.051695 0.040454 0.150960 0.136702 0.046250 0.153312 0.179924 0.161353 16.262800
0.004792 0.762418 -0.008795 -0.928147 -4.989670 0.012630 4.615060 0.352495 0.304361 0.189319 0.000047 0.016033 0.032873 0.066424 0.061092 0.068917 0.046206 0.146288 0.125647 0.077706 0.142117 0.129944 0.184329 15.248000
-0.219168 1.107660 0.061040 -0.929157 -4.301670 0.016754 6.204800 0.308311 0.253898 0.170989 0.000117 0.016642 0.029044 0.071389 0.058291 0.066542 0.060380 0.141312 0.136386 0.092985 0.139341 0.145098 0.230103 15.884200
0.124759 0.119094 -0.387329 -0.475581 -5.229610 0.017060 1.523810 6.681960 0.216102 0.159356 0.000315 0.020155 0.033838 0.086766 0.059211 0.051796 0.039849 0.122687 0.127904 0.059366 0.107365 0.152582 0.187179 15.497800
-0.131150 0.999713 0.095760 -0.917645 -5.045720 0.013166 5.538380 0.197466 0.239231 0.190372 0.000505 0.012080 0.032075 0.063153 0.049627 0.055439 0.071837 0.125388 0.145800 0.075323 0.119117 0.134188 0.267755 15.666400
0.047733 0.340476 -0.441431 -0.693646 -4.748680 0.006335 1.645480 9.186350 0.171962 0.143383 0.000107 0.025175 0.033797 0.068108 0.039886 0.071874 0.034514 0.148225 0.120155 0.063983 0.079280 0.153532 0.220812 14.999900
-0.046462 0.419017 -0.407481 -0.298994 -5.968130 0.008662 1.531900 9.754960 0.222887 0.156005 0.001162 0.019290 0.034501 0.068623 0.061261 0.062244 0.040674 0.133220 0.144288 0.050025 0.123783 0.144929 0.217696 17.126300
0.237007 0.286697 -0.250712 -0.892985 -4.809870 0.019724 3.440260 0.075198 0.227575 0.152367 0.000447 0.024676 0.037254 0.062052 0.046594 0.067560 0.046945 0.121594 0.128127 0.080837 0.110282 0.132058 0.195257 15.958400
-0.055744 0.289940 -0.551300 -0.399247 -5.172680 0.008350 1.117580 9.677180 0.259522 0.143836 0.000107 0.022694 0.054072 0.078686 0.038597 0.047244 0.041844 0.123415 0.127058 0.049968 0.113847 0.127542 0.189774 15.256800
-0.033482 0.325704 -0.400091 -0.312204 -5.317920 0.022129 3.942900 0.558712 0.166928 0.160514 0.000542 0.022645 0.028886 0.055832 0.057765 0.068585 0.038907 0.161086 0.131181 0.065114 0.080639 0.108714 0.260630 16.082600
0.049978 0.058556 -0.467933 -0.267666 -5.685330 0.010755 2.622390 0.526481 0.234408 0.153959 0.000662 0.034752 0.044698 0.082837 0.040177 0.053105 0.043361 0.126494 0.119183 0.033198 0.102239 0.173039 0.211280 17.623800
0.066334 0.339156 -0.429425 -0.659049 -4.904460 0.008087 1.116520 8.309150 0.339748 0.136985 0.000687 0.016744 0.037004 0.068869 0.044901 0.048701 0.051933 0.147195 0.120457 0.053885 0.141018 0.168454 0.175963 15.828000
0.136970 -0.095427 -0.498913 -0.401819 -5.762800 0.021268 2.307050 0.854290 0.274562 0.181767 0.000027 0.023100 0.054630 0.092022 0.036607 0.056785 0.037451 0.145679 0.137316 0.046421 0.131295 0.192804 0.166699 15.919300
0.346246 -0.256590 -0.434197 -0.710307 -4.726300 0.017436 2.061810 1.639690 0.160816 0.134867 0.000635 0.023466 0.046034 0.081678 0.042480 0.065500 0.041522 0.118054 0.128279 0.074210 0.092056 0.138404 0.174680 16.611400
0.510026 0.006730 -0.200058 -1.338920 -3.585080 0.027871 3.141830 0.191940 0.185451 0.142821 0.000372 0.018476 0.034594 0.066203 0.043419 0.054705 0.058442 0.114460 0.114086 0.089622 0.091500 0.094982 0.184598 15.113500
0.181467 -0.100770 -0.474310 -0.397863 -5.359450 0.016801 1.889600 2.515650 0.235688 0.148239 0.000855 0.019184 0.047142 0.075622 0.046098 0.062621 0.034550 0.118611 0.132935 0.046057 0.106610 0.161979 0.193113 16.147000
-0.007767 0.368930 -0.405574 -0.732332 -4.907960 0.019109 3.617510 0.151636 0.273732 0.169486 0.001860 0.023529 0.042205 0.051350 0.037097 0.062266 0.041495 0.138842 0.126920 0.069477 0.142020 0.124640 0.192698 17.861900
0.038705 0.428285 -0.402794 -0.782525 -4.412910 0.026621 3.458650 0.382079 0.235212 0.141329 0.000127 0.033868 0.045658 0.078975 0.033100 0.067690 0.049097 0.121814 0.124021 0.062586 0.113547 0.137593 0.206158 16.808100
0.272704 0.282329 -0.399236 -1.310230 -3.191400 0.004841 1.530430 7.695830 0.174689 0.154021 0.000372 0.023136 0.051144 0.066823 0.032083 0.066494 0.067647 0.145285 0.099480 0.102549 0.085129 0.113739 0.234327 17.369700
-0.517101 1.346020 0.842353 -0.280815 -5.616670 0.008132 6.451680 0.234001 0.231332 0.233592 0.000775 0.015460 0.029040 0.095285 0.063011 0.045807 0.039989 0.162664 0.141792 0.040699 0.096880 0.139189 0.342145 16.559500
-0.144187 0.436719 -0.492056 -0.344618 -5.503560 0.003751 3.947520 0.384484 0.299491 0.209944 0.000290 0.020356 0.054690 0.072696 0.040086 0.070161 0.058245 0.147892 0.116732 0.048468 0.140782 0.183333 0.169484 17.265600
0.049413 -0.163440 -0.538389 -0.122439 -5.802230 0.007580 2.206190 0.966712 0.226449 0.172884 0.000727 0.020604 0.050788 0.071451 0.038037 0.067317 0.047800 0.133606 0.128914 0.036057 0.118807 0.132716 0.203683 16.889100
0.009115 0.401865 -0.424165 -0.608499 -5.481330 0.010752 1.662960 6.491870 0.242657 0.138388 0.000147 0.030918 0.028334 0.072024 0.051491 0.066028 0.046250 0.138083 0.134847 0.063357 0.133883 0.145992 0.203030 16.325500
0.273743 0.317405 -0.276685 -1.075000 -4.898850 0.012882 1.934930 5.485040 0.315821 0.136516 0.000062 0.018208 0.032913 0.056635 0.046413 0.070098 0.063267 0.157843 0.126799 0.098490 0.175191 0.139216 0.165326 15.741100
-0.202848 1.099410 -0.325089 -0.964518 -3.880880 0.027621 5.271730 0.380336 0.302332 0.141860 0.000330 0.019321 0.044072 0.073472 0.036551 0.065571 0.062284 0.134924 0.119216 0.106286 0.133229 0.134893 0.179428 16.410600
-0.020746 0.272260 -0.481677 -0.412454 -5.216950 0.007839 3.250270 2.156260 0.287200 0.147787 0.000617 0.024597 0.034269 0.071962 0.046172 0.090450 0.050944 0.140599 0.116378 0.046490 0.139000 0.154520 0.174750 17.619800
-0.627249 1.306370 -0.365914 -0.123085 -5.574330 0.014551 6.424470 1.592480 0.241972 0.152298 0.000130 0.016965 0.033258 0.080921 0.041577 0.101983 0.037231 0.140201 0.136925 0.051736 0.124077 0.107893 0.260989 15.483100
-0.120611 0.990929 -0.027452 -1.073270 -3.749110 0.009966 6.127420 0.480890 0.207357 0.175720 0.000607 0.016443 0.029824 0.098355 0.050816 0.054547 0.048973 0.143675 0.124280 0.093830 0.089304 0.116074 0.255244 16.360200
-0.210037 0.503257 -0.486465 -0.467775 -5.556050 0.000225 1.569200 8.976510 0.235473 0.157461 0.001862 0.022049 0.028671 0.051323 0.046765 0.070044 0.036801 0.131619 0.136578 0.040145 0.130325 0.104416 0.217480 17.289400
-0.342818 1.053350 -0.078261 -0.601556 -5.144560 0.016080 5.921630 0.165805 0.281215 0.187316 0.000707 0.015040 0.034203 0.074594 0.055081 0.055449 0.047256 0.143068 0.123070 0.075809 0.144117 0.124803 0.217630 16.029300
-0.178847 1.285600 0.093341 -0.914726 -3.647570 0.027883 5.533600 0.261317 0.245279 0.150051 0.000782 0.014771 0.034343 0.069842 0.062603 0.059406 0.055506 0.144149 0.123611 0.091823 0.147086 0.127656 0.222562 16.921900
0.302151 0.179034 -0.315744 -1.004770 -4.213520 0.013334 1.768810 6.114170 0.191334 0.155409 0.000565 0.021133 0.037653 0.078785 0.036459 0.079522 0.045604 0.112413 0.119998 0.076526 0.097710 0.117306 0.210270 15.989200
-0.314656 1.004840 -0.165493 -0.577265 -4.948870 0.020647 5.616290 0.259126 0.156044 0.175227 0.000100 0.017065 0.031771 0.059914 0.056435 0.072467 0.064363 0.210829 0.159129 0.054182 0.115284 0.120298 0.390804 17.223100
0.016449 0.190035 -0.463380 -0.432334 -5.345300 0.014124 3.276920 0.422917 0.298552 0.163380 0.000580 0.022491 0.042767 0.059106 0.041573 0.054796 0.046312 0.154561 0.120516 0.055835 0.141290 0.158333 0.207528 16.109800
0.096637 0.364556 -0.335904 -0.656792 -5.048920 0.003743 1.339200 8.209820 0.229368 0.174801 0.000680 0.027227 0.028830 0.075357 0.060412 0.057916 0.041818 0.136176 0.127897 0.066028 0.131925 0.141026 0.233373 16.930800
-0.023118 0.424349 -0.404870 -0.578751 -5.238910 0.004381 1.046200 9.871280 0.198374 0.159380 0.000255 0.036059 0.034400 0.076840 0.051068 0.055676 0.046363 0.141916 0.141621 0.067011 0.101513 0.139723 0.244736 17.281300
-0.510462 1.315880 -0.087007 -0.583295 -4.969050 0.015151 6.508100 0.176060 0.249697 0.168220 0.000537 0.024120 0.034413 0.087765 0.056337 0.068800 0.056495 0.135621 0.138585 0.082178 0.129765 0.150284 0.229770 17.909600
0.038292 0.634398 -0.257203 -1.025880 -3.570490 0.018738 4.945700 0.504885 0.202580 0.151666 0.000137 0.020342 0.029124 0.080485 0.050708 0.067657 0.064833 0.152934 0.102763 0.086988 0.099241 0.107432 0.256437 16.738300
0.083465 0.014527 -0.509042 -0.318457 -5.073320 0.020218 1.397200 5.164010 0.197536 0.124187 0.000282 0.018894 0.047229 0.093093 0.034822 0.060470 0.046437 0.130372 0.119248 0.052815 0.101776 0.130570 0.221519 15.850100
0.294744 0.026644 -0.295372 -0.582134 -5.431590 0.029289 2.919360 0.138007 0.252527 0.131415 0.000675 0.018278 0.029741 0.082318 0.057867 0.057624 0.035068 0.146906 0.127690 0.063544 0.139263 0.169409 0.177991 15.910400
-0.182763 1.188750 0.041561 -0.848080 -3.982000 0.021641 6.170900 0.427755 0.228428 0.157996 0.002142 0.017895 0.030281 0.055617 0.055937 0.060248 0.046822 0.142407 0.117207 0.094021 0.124581 0.144408 0.295079 18.421500
-0.062488 0.460429 -0.491587 -0.683854 -4.979640 0.005691 1.239640 8.697460 0.256916 0.169299 0.000040 0.030231 0.050752 0.045283 0.038787 0.053165 0.048069 0.131825 0.135128 0.065964 0.118822 0.131808 0.201185 15.454400
0.170926 -0.234477 -0.528620 -0.326690 -5.640370 0.009622 1.767660 1.014070 0.286950 0.149057 0.000405 0.016463 0.048992 0.065022 0.034891 0.059673 0.040932 0.136611 0.126820 0.030708 0.126272 0.179245 0.159348 14.869600
-0.058403 0.638081 -0.358169 -0.818581 -4.727230 0.005975 2.022800 7.253410 0.210921 0.145118 0.000315 0.031678 0.025188 0.055343 0.051539 0.085836 0.050992 0.123069 0.136826 0.064127 0.108653 0.166667 0.234135 16.653600
-0.141656 1.043730 0.010978 -1.192360 -3.987820 0.008735 6.565130 0.307158 0.256931 0.190713 0.000035 0.017039 0.041514 0.105598 0.036241 0.058938 0.059317 0.134085 0.116261 0.095180 0.123117 0.154514 0.242930 16.041700
0.424439 0.048217 -0.260078 -1.157320 -3.773860 0.020451 1.647350 5.126100 0.172953 0.139701 0.000570 0.028081 0.033010 0.074501 0.052832 0.068297 0.050932 0.133591 0.126395 0.077532 0.098236 0.129700 0.210549 17.428300
-0.588607 1.459840 0.933953 -0.505395 -4.940460 0.002236 7.034110 0.344979 0.302876 0.237822 0.000445 0.008767 0.044435 0.107234 0.041235 0.058024 0.055546 0.152756 0.113977 0.064670 0.131842 0.158122 0.263703 16.433500
0.338735 -0.274165 -0.444903 -0.762075 -4.425510 0.018205 2.304950 1.005540 0.171555 0.147566 0.000167 0.024931 0.052041 0.075498 0.041734 0.061015 0.044683 0.123988 0.118885 0.051680 0.097556 0.150803 0.193218 16.123300
0.142299 0.181353 -0.445945 -0.707744 -5.431110 0.002192 1.366890 7.419570 0.273337 0.181289 0.000107 0.024755 0.047782 0.093918 0.042857 0.059437 0.043815 0.137012 0.130045 0.084022 0.145164 0.135637 0.135600 16.500900
0.089329 0.609328 -0.252979 -1.131150 -4.275230 0.008780 4.368960 0.186645 0.305565 0.170788 0.000392 0.027737 0.033176 0.100414 0.041054 0.067021 0.053037 0.147001 0.113659 0.074140 0.143645 0.136494 0.210018 17.624800
-0.608305 1.448790 0.813922 -0.452179 -5.822010 0.002573 6.565080 0.407934 0.324957 0.235107 0.000175 0.017569 0.049424 0.095254 0.040114 0.054983 0.050798 0.134946 0.133417 0.065070 0.129508 0.143288 0.206445 16.066700
-0.475499 0.954597 -0.361510 -0.467681 -5.172870 0.002417 5.660920 0.419452 0.253885 0.231438 0.000170 0.023720 0.058635 0.103056 0.030146 0.056958 0.045719 0.128664 0.121502 0.061117 0.105661 0.155979 0.267464 16.657200
