log_rate_clusters log_rate_planets_per_cluster power_law_P power_law_r1 power_law_r2 sigma_hk sigma_incl sigma_incl_near_mmr sigma_log_radius_in_cluster sigma_logperiod_per_pl_in_cluster rate mult period pratio tdur logxi depth dratio dabove dbelow dratio_above dratio_below dratio_across dist_tot_weighted
0.044181 0.285468 -0.464250 -0.698133 -4.738790 0.023690 3.588570 0.037160 0.268153 0.153280 0.000687 0.024647 0.050918 0.055997 0.032021 0.061740 0.045235 0.140406 0.120669 0.059711 0.127391 0.144081 0.213070 16.350000
0.176380 0.094994 -0.377041 -0.514985 -5.406140 0.022601 3.079670 0.526481 0.264251 0.144497 0.000882 0.019217 0.029353 0.068546 0.054062 0.066968 0.036361 0.129974 0.125708 0.051001 0.119023 0.144809 0.180963 15.859800
0.138940 0.142981 -0.446383 -0.617578 -5.156780 0.004372 0.957595 8.697970 0.254777 0.148448 0.000567 0.020222 0.030325 0.084799 0.041988 0.048117 0.048670 0.144381 0.112872 0.046545 0.120712 0.160928 0.190060 15.734900
0.050118 0.276517 -0.467907 -0.530361 -5.472100 0.000628 1.127840 8.762910 0.203204 0.154272 0.000742 0.022828 0.040595 0.076481 0.038284 0.056344 0.044818 0.125126 0.137512 0.063769 0.106591 0.145518 0.210007 16.160200
-0.450287 1.135870 -0.205125 -0.375762 -5.592010 0.017946 6.173430 0.300740 0.248853 0.166365 0.000365 0.020370 0.030283 0.074881 0.048632 0.062187 0.043126 0.146406 0.135462 0.051449 0.131156 0.144828 0.274798 15.518700
0.266840 -0.006705 -0.335094 -0.684156 -5.072110 0.018717 3.157480 0.177328 0.203083 0.180846 0.000422 0.022891 0.035130 0.074739 0.043008 0.053096 0.047229 0.114420 0.136409 0.052976 0.078473 0.182222 0.205983 15.288500
-0.289405 0.701820 -0.454617 -0.299634 -5.989620 0.013233 4.962060 0.328589 0.258342 0.159016 0.000355 0.021299 0.037409 0.087840 0.037780 0.072507 0.041500 0.135092 0.139795 0.052195 0.123521 0.127778 0.233407 15.890700
0.068835 0.295086 -0.447661 -0.753689 -4.927220 0.018625 3.520650 0.452440 0.241022 0.162080 0.000575 0.016126 0.052826 0.065136 0.032834 0.062460 0.050818 0.124031 0.128226 0.076962 0.118671 0.146091 0.214611 15.660800
0.285703 -0.016069 -0.332979 -0.573831 -5.562290 0.021604 2.584960 0.995013 0.275146 0.129717 0.000030 0.020192 0.039613 0.063535 0.059127 0.059811 0.038857 0.147910 0.137052 0.058345 0.126170 0.207705 0.196350 15.195600
0.136970 -0.095427 -0.498913 -0.401819 -5.570810 0.020641 2.307050 0.591218 0.126711 0.160810 0.000020 0.026687 0.054781 0.054773 0.035574 0.057771 0.051477 0.175220 0.153723 0.062131 0.098403 0.113063 0.259090 16.460200
-0.069571 0.439441 -0.411750 -0.445597 -5.351310 0.004211 1.099920 9.873750 0.214366 0.166566 0.000272 0.027558 0.029247 0.065585 0.045410 0.050124 0.040679 0.134927 0.125146 0.047438 0.099169 0.150610 0.283883 14.959000
0.387734 -0.202447 -0.395257 -0.866782 -4.709850 0.012106 2.665460 0.469163 0.198528 0.188817 0.000020 0.023793 0.049922 0.078861 0.041364 0.053522 0.045075 0.110555 0.128763 0.053796 0.113083 0.123333 0.165606 15.261800
0.225680 0.118966 -0.366671 -0.712863 -5.344460 0.014131 1.149200 7.384830 0.301215 0.138666 0.000000 0.020382 0.030891 0.076360 0.057303 0.051875 0.048343 0.151074 0.130095 0.052208 0.156956 0.145359 0.162269 15.346900
-0.173641 0.571362 -0.508615 -0.458560 -5.393380 0.005769 1.924230 8.616550 0.233846 0.144263 0.000777 0.019013 0.037553 0.056786 0.038072 0.083551 0.036221 0.124503 0.128595 0.063197 0.115311 0.106481 0.227387 15.398800
0.015519 0.211367 -0.470745 -0.413368 -5.579040 0.015594 1.495560 6.862500 0.226328 0.157202 0.000295 0.021530 0.038051 0.089054 0.043350 0.063431 0.037433 0.120541 0.132495 0.042345 0.114790 0.142077 0.200003 15.371500
-0.430415 1.002050 -0.391416 -0.314964 -5.973200 0.020370 5.723740 0.165207 0.288788 0.167014 0.000107 0.019726 0.036680 0.068027 0.043790 0.062992 0.040867 0.129680 0.130588 0.051404 0.111560 0.132129 0.238445 14.485600
-0.570476 1.202090 -0.382422 -0.274546 -5.060710 0.022560 6.300110 0.033072 0.239104 0.170820 0.000570 0.016936 0.050811 0.067117 0.034899 0.072502 0.041395 0.132776 0.114819 0.058593 0.119630 0.106132 0.286715 15.725000
-0.098746 0.606346 -0.347749 -0.673148 -5.004180 0.021026 4.599650 0.442546 0.221698 0.169250 0.000147 0.020174 0.046165 0.063920 0.035068 0.069966 0.047939 0.123439 0.129092 0.066709 0.118158 0.116026 0.216135 15.070600
-0.368417 1.434640 -0.059610 -0.513289 -4.632000 0.023824 6.304640 0.327104 0.330530 0.153352 0.000377 0.021797 0.026347 0.060205 0.053618 0.063068 0.049021 0.149839 0.123652 0.083813 0.147286 0.155751 0.166880 15.686100
0.210380 -0.135521 -0.494976 -0.488992 -5.325990 0.003986 2.169550 0.891202 0.235502 0.186903 0.000257 0.023244 0.039057 0.066834 0.049090 0.057780 0.040122 0.137486 0.125263 0.064461 0.122435 0.153401 0.213868 15.407200
0.044181 0.310192 -0.393404 -0.698133 -4.738790 0.023690 3.588570 0.211868 0.259018 0.153280 0.000720 0.024679 0.048687 0.057546 0.038941 0.056234 0.046006 0.139262 0.127607 0.063818 0.134451 0.122040 0.181761 16.508500
0.096475 0.211051 -0.395426 -0.562010 -5.883370 0.012904 1.441620 6.460240 0.293126 0.151527 0.000765 0.019326 0.034556 0.073885 0.051887 0.055704 0.043800 0.145869 0.136230 0.073631 0.143834 0.131250 0.196862 16.325400
0.148918 0.704616 -0.074577 -1.247360 -3.796520 0.018255 4.795090 0.503556 0.226294 0.147246 0.000142 0.022274 0.029274 0.095919 0.052329 0.058151 0.055759 0.121126 0.122038 0.100997 0.107302 0.144678 0.229290 16.160400
0.331166 -0.162563 -0.393249 -0.873594 -4.392030 0.018672 2.513570 0.439707 0.179871 0.140556 0.000602 0.018095 0.046367 0.074388 0.038086 0.050487 0.040756 0.123736 0.122994 0.065748 0.123981 0.101190 0.189468 15.192600
0.307836 0.121669 -0.419497 -1.090340 -4.266080 0.000961 1.247540 5.699030 0.256038 0.153723 0.000220 0.022386 0.056604 0.078382 0.028523 0.044702 0.051510 0.135770 0.125326 0.099433 0.125292 0.166667 0.185370 15.778100
-0.211283 0.485563 -0.533391 -0.413111 -5.075670 0.010855 4.356950 0.205304 0.226137 0.186256 0.000322 0.018656 0.056772 0.072166 0.039870 0.051093 0.040153 0.135836 0.127617 0.046446 0.131890 0.127023 0.252377 15.467200
0.106811 0.335973 -0.407773 -0.873269 -4.487050 0.005826 1.228600 8.861980 0.226100 0.165496 0.000115 0.021891 0.035689 0.054589 0.043337 0.061998 0.048965 0.130003 0.133808 0.071048 0.120122 0.167385 0.206115 14.680800
0.172770 0.031936 -0.440358 -0.593593 -4.830290 0.016521 1.405000 5.359710 0.203814 0.131841 0.000610 0.031636 0.039170 0.076241 0.045149 0.058414 0.037032 0.122908 0.125613 0.065265 0.103251 0.134432 0.205059 16.682000
-0.107382 0.595439 -0.440428 -0.795039 -4.464770 0.015805 4.575850 0.496735 0.232703 0.177354 0.000725 0.017702 0.051719 0.070549 0.031787 0.069986 0.045447 0.135644 0.118115 0.048160 0.105589 0.110455 0.254063 16.305500
-0.072719 0.405600 -0.468792 -0.469473 -5.226600 0.010312 1.417230 8.333660 0.223458 0.158048 0.000460 0.030657 0.036971 0.053710 0.038585 0.057719 0.037744 0.123031 0.121613 0.050304 0.101521 0.160044 0.221940 15.248400
-0.149210 0.727042 -0.371534 -0.573267 -5.378340 0.009098 2.224760 9.642680 0.235024 0.131088 0.000385 0.019310 0.028381 0.071164 0.046197 0.085691 0.053333 0.125699 0.147457 0.061682 0.114551 0.151318 0.216255 16.017000
0.043501 0.225847 -0.409716 -0.495341 -5.282890 0.025597 3.188200 0.265403 0.219803 0.174398 0.000122 0.023647 0.042990 0.079813 0.039593 0.057165 0.036048 0.128416 0.130308 0.048520 0.120413 0.139147 0.226123 14.966300
0.031327 0.309463 -0.407798 -0.596372 -4.948720 0.007765 1.553840 9.630920 0.212928 0.154680 0.000765 0.022795 0.031428 0.057050 0.055028 0.076049 0.042133 0.121458 0.128041 0.073541 0.103862 0.143116 0.227575 16.266700
0.128694 0.035554 -0.429286 -0.459672 -5.703300 0.017141 2.627540 0.406287 0.301608 0.185980 0.000397 0.017627 0.046881 0.088635 0.041691 0.051377 0.044721 0.157365 0.127327 0.045831 0.159461 0.158120 0.160062 16.191100
0.177433 -0.055812 -0.424400 -0.431764 -5.568590 0.014124 2.931910 0.577130 0.193480 0.160672 0.000067 0.020734 0.037464 0.070043 0.043694 0.053851 0.040638 0.141076 0.140305 0.051412 0.114011 0.151449 0.239479 14.529900
-0.126297 0.433490 -0.488395 -0.388813 -5.607280 0.005143 1.407530 9.431600 0.221535 0.161186 0.000930 0.027439 0.038972 0.055072 0.039602 0.053139 0.034873 0.142928 0.131578 0.038253 0.120421 0.182416 0.246653 16.029500
-0.067192 0.389646 -0.517254 -0.533074 -5.211030 0.004020 1.146200 9.995440 0.242870 0.168417 0.000285 0.019282 0.053982 0.057653 0.030808 0.059695 0.041174 0.129120 0.126009 0.053821 0.123479 0.139786 0.191786 14.688400
-0.036286 0.564181 -0.378460 -0.779137 -4.741380 0.002841 1.458390 9.199150 0.265535 0.155114 0.000042 0.023816 0.032412 0.054817 0.048335 0.057960 0.049223 0.139207 0.129106 0.066309 0.142342 0.161134 0.175745 14.865500
0.438804 0.006911 -0.306024 -1.187640 -3.703080 0.012530 1.186580 7.271110 0.192482 0.146289 0.000727 0.018754 0.036534 0.071787 0.049746 0.048856 0.061879 0.121988 0.110413 0.093094 0.115836 0.117325 0.210071 16.497700
-0.187025 0.851966 -0.116075 -0.601164 -5.161140 0.016201 5.265880 0.249552 0.227734 0.181041 0.000340 0.013907 0.034498 0.057922 0.050387 0.061599 0.035496 0.145781 0.123437 0.056231 0.098366 0.170633 0.278564 14.124600
-0.004145 0.533507 -0.371431 -0.755685 -5.215850 0.008077 1.528200 9.618490 0.303213 0.141995 0.000140 0.019168 0.023637 0.065008 0.059818 0.066971 0.050586 0.159726 0.129792 0.073817 0.155987 0.179630 0.209681 15.604900
-0.015614 0.465318 -0.417319 -0.721615 -4.911860 0.011025 1.823110 8.478540 0.227017 0.142779 0.000030 0.018525 0.032917 0.077930 0.057351 0.077128 0.045211 0.130251 0.132534 0.076713 0.123783 0.136373 0.221256 15.570600
-0.017673 0.419512 -0.414295 -0.527195 -4.970510 0.000710 1.491390 7.831000 0.211318 0.145125 0.000407 0.017212 0.026426 0.066309 0.058627 0.061979 0.045014 0.133780 0.126622 0.067596 0.115353 0.106667 0.227040 15.122200
0.199067 0.110821 -0.387895 -0.632852 -5.547360 0.016651 3.260770 0.162286 0.301246 0.158756 0.000325 0.022773 0.035873 0.072855 0.046719 0.060945 0.052508 0.137179 0.136673 0.061332 0.128902 0.148867 0.154901 16.154600
-0.059875 0.461575 -0.396830 -0.520307 -5.584560 0.001675 1.816440 7.864150 0.231424 0.160635 0.000625 0.020925 0.033876 0.064049 0.046112 0.084105 0.038225 0.123771 0.128662 0.054071 0.114734 0.142157 0.213636 15.809800
-0.435742 1.176670 -0.185366 -0.448650 -5.172630 0.018358 6.597670 0.324793 0.267126 0.162242 0.000050 0.015212 0.031058 0.089139 0.045950 0.059484 0.043553 0.137653 0.129708 0.066228 0.130764 0.148915 0.255817 14.503000
0.044369 0.488776 -0.371775 -0.781812 -5.061510 0.007885 1.728310 6.968710 0.311787 0.149488 0.000730 0.029834 0.033585 0.061909 0.042933 0.069015 0.046646 0.148133 0.123727 0.071184 0.151840 0.129167 0.190809 17.184600
-0.178455 1.134570 0.123725 -0.967945 -4.208730 0.017768 5.872670 0.258072 0.257769 0.168133 0.000137 0.015210 0.033302 0.071177 0.050437 0.059180 0.051853 0.140200 0.127522 0.092319 0.139702 0.158555 0.219700 14.933900
0.217844 -0.042342 -0.461894 -0.613372 -5.192100 0.007725 1.070310 4.788850 0.246144 0.147731 0.000347 0.026177 0.035217 0.073292 0.051540 0.054720 0.040196 0.134758 0.134478 0.061298 0.137523 0.148262 0.160645 15.860300
-0.303718 1.131000 -0.233839 -0.719913 -4.263930 0.025338 5.895400 0.217100 0.239953 0.151859 0.000302 0.015378 0.037787 0.051775 0.046250 0.069903 0.046942 0.133819 0.129294 0.063998 0.116180 0.133333 0.275117 14.675200
0.206015 0.116561 -0.407077 -0.898289 -4.010770 0.018177 3.108080 0.156438 0.191332 0.167731 0.001020 0.023573 0.038899 0.051643 0.044609 0.051737 0.060747 0.127080 0.107226 0.073685 0.112410 0.171448 0.225986 16.980900
0.141386 0.402015 -0.307281 -0.939419 -4.509890 0.018049 3.760160 0.617411 0.298721 0.151506 0.000267 0.020611 0.037973 0.050980 0.046477 0.078774 0.048389 0.142270 0.116945 0.074951 0.149872 0.144444 0.156586 15.658800
0.137569 0.536150 -0.211000 -1.091070 -3.844180 0.022377 4.221580 0.119490 0.287256 0.149020 0.000392 0.019604 0.038213 0.054870 0.046253 0.062321 0.063147 0.132947 0.109874 0.086801 0.119018 0.136704 0.188017 16.051600
-0.000049 0.394420 -0.311282 -0.441451 -5.653990 0.026551 3.878860 0.231649 0.263279 0.167423 0.000065 0.019579 0.035463 0.068586 0.054228 0.054606 0.040113 0.127834 0.125506 0.053122 0.117295 0.134645 0.174782 14.480200
-0.529921 1.288060 0.628572 -0.271579 -5.579550 0.008212 6.352700 0.336480 0.249131 0.238821 0.000530 0.012548 0.031682 0.100996 0.054170 0.063348 0.039352 0.151148 0.126063 0.043672 0.133301 0.165897 0.275771 15.985000
-0.018185 0.413511 -0.429957 -0.657735 -4.997030 0.027319 3.560650 0.115529 0.259546 0.164985 0.000205 0.020785 0.053238 0.071005 0.034097 0.056618 0.043093 0.146658 0.123148 0.057569 0.146169 0.170860 0.191380 15.519900
-0.319338 0.871188 -0.343659 -0.362239 -5.180030 0.023867 5.237890 0.166616 0.226428 0.169494 0.000345 0.020096 0.035541 0.054886 0.036386 0.066583 0.040705 0.134867 0.120566 0.066269 0.101959 0.155702 0.248996 14.389600
-0.083497 0.528303 -0.319539 -0.502446 -5.870790 0.004357 4.645510 0.120319 0.242291 0.214680 0.000555 0.018935 0.036894 0.104202 0.047074 0.069270 0.047195 0.127020 0.146847 0.066165 0.112778 0.123148 0.218522 16.948700
0.062889 0.163158 -0.467182 -0.379322 -5.946420 0.003444 0.902067 7.953750 0.251453 0.147395 0.000142 0.017885 0.032338 0.084981 0.047825 0.054126 0.041158 0.129577 0.145360 0.062082 0.115283 0.132772 0.197264 14.559900
0.176756 0.215687 -0.373884 -0.854359 -4.578330 0.021314 3.677300 0.256781 0.268153 0.155982 0.000675 0.022682 0.037205 0.062539 0.042631 0.048143 0.045078 0.137131 0.121865 0.061472 0.135000 0.163587 0.178843 15.603900
0.002672 0.302956 -0.448625 -0.432035 -5.654900 0.007921 1.493150 7.563580 0.239665 0.147152 0.000265 0.019168 0.034386 0.063483 0.054445 0.059935 0.041785 0.136343 0.144283 0.048653 0.137054 0.127751 0.209021 15.013700
0.177765 0.042324 -0.423530 -0.624214 -5.252850 0.014506 1.144080 8.428470 0.194184 0.145733 0.000387 0.022877 0.036526 0.065793 0.051834 0.053399 0.046675 0.118743 0.141717 0.052232 0.100762 0.136965 0.188154 15.470200
0.316869 -0.195815 -0.423712 -0.689713 -4.743700 0.018731 1.187050 4.858180 0.217661 0.123454 0.000235 0.024671 0.039424 0.073701 0.044342 0.059622 0.038865 0.126459 0.128604 0.051972 0.119044 0.154670 0.192252 15.325500
0.034427 0.219209 -0.448211 -0.367377 -5.950060 0.007049 1.461770 7.418940 0.223452 0.147726 0.000250 0.021310 0.037242 0.065637 0.047099 0.053356 0.044104 0.127395 0.145389 0.053052 0.115480 0.172665 0.199842 14.877400
-0.146101 0.459074 -0.441528 -0.349593 -5.131560 0.019631 4.193930 0.407040 0.226716 0.166274 0.000602 0.017388 0.038021 0.055525 0.044700 0.075460 0.052732 0.133525 0.111185 0.043554 0.128319 0.165029 0.196474 15.984700
0.080315 0.104509 -0.453774 -0.308802 -5.363570 0.010958 1.321990 6.028760 0.225058 0.139350 0.000352 0.019661 0.034186 0.073377 0.055862 0.051812 0.044638 0.130437 0.127920 0.037029 0.104050 0.156566 0.220590 15.386000
0.083047 0.265684 -0.422812 -0.599151 -5.439100 0.005190 1.327060 8.705910 0.223127 0.139409 0.000235 0.020534 0.022712 0.083836 0.065389 0.051365 0.057797 0.134267 0.155039 0.058742 0.114691 0.169578 0.229253 16.167000
-0.009075 0.246167 -0.448301 -0.287659 -5.555660 0.009608 1.376580 8.503920 0.238834 0.158480 0.000507 0.022909 0.033954 0.058562 0.052326 0.057288 0.047454 0.139776 0.121902 0.036483 0.130061 0.146729 0.189957 15.901500
0.193035 -0.080881 -0.434321 -0.463290 -5.724630 0.018861 2.568470 0.955654 0.204569 0.153429 0.000160 0.018936 0.034710 0.063395 0.046128 0.067201 0.045582 0.123290 0.141474 0.046867 0.105248 0.149537 0.230464 14.633200
0.180272 0.086584 -0.338437 -0.510421 -5.609710 0.023430 2.899060 0.358153 0.229689 0.142817 0.000250 0.018789 0.035438 0.065845 0.058749 0.051478 0.048939 0.120557 0.145993 0.059945 0.122115 0.109563 0.206718 15.117900
0.047733 0.340476 -0.441431 -0.693646 -4.748680 0.005872 1.645480 9.125300 0.210444 0.144924 0.000032 0.023393 0.041399 0.060962 0.033949 0.070617 0.046663 0.118741 0.114554 0.053656 0.099973 0.117834 0.238733 14.689200
0.003749 0.211392 -0.468378 -0.394551 -5.607510 0.014928 1.312590 8.091980 0.242732 0.142297 0.000525 0.019050 0.037592 0.062319 0.053509 0.051972 0.035634 0.139898 0.133319 0.067161 0.116813 0.161413 0.206861 15.070900
0.113463 0.136577 -0.450569 -0.598081 -5.042680 0.017738 1.506840 6.369440 0.245791 0.127967 0.000350 0.023706 0.041135 0.060989 0.040354 0.059621 0.044661 0.130124 0.134554 0.065690 0.132787 0.141291 0.179850 15.353100
0.108527 0.124852 -0.425010 -0.492627 -5.485870 0.005873 0.983674 8.070650 0.251952 0.172389 0.000467 0.021583 0.040258 0.061243 0.042546 0.062989 0.038205 0.119930 0.129930 0.038448 0.096509 0.136675 0.205649 14.976000
0.317996 -0.172692 -0.386093 -0.582298 -5.285570 0.013119 1.002770 4.762600 0.195694 0.143675 0.000510 0.032796 0.032218 0.062133 0.052734 0.056729 0.049364 0.122043 0.144489 0.051049 0.108965 0.169718 0.184586 16.783400
0.183121 0.014417 -0.455412 -0.712576 -4.629310 0.011674 2.906630 0.577510 0.181370 0.166936 0.000207 0.020241 0.046200 0.063513 0.044944 0.058755 0.041715 0.136056 0.135371 0.054089 0.087436 0.171631 0.207622 15.164500
-0.004736 0.214398 -0.477427 -0.463712 -4.759170 0.021889 3.413640 0.199185 0.214827 0.159740 0.000035 0.019462 0.046826 0.072447 0.038790 0.057849 0.048015 0.122183 0.114336 0.041503 0.109479 0.172354 0.238619 14.853800
0.024478 0.096186 -0.488855 -0.179096 -5.625470 0.009943 0.961296 8.540110 0.271475 0.149278 0.000275 0.016678 0.040108 0.059779 0.038344 0.052380 0.050517 0.145595 0.110482 0.045449 0.132539 0.151052 0.157246 14.651300
-0.015614 0.465318 -0.440392 -0.721615 -4.911860 0.011025 1.823110 8.478540 0.248884 0.144431 0.000010 0.020649 0.042456 0.064184 0.042661 0.073238 0.054644 0.119525 0.131192 0.075248 0.110175 0.137769 0.172785 15.406900
-0.007283 0.480938 -0.377212 -0.645544 -5.301660 0.000300 1.494930 8.990640 0.254928 0.171385 0.000657 0.017867 0.028180 0.076047 0.044828 0.059833 0.041098 0.132320 0.132762 0.050725 0.108234 0.202225 0.221370 15.133400
0.116727 0.351242 -0.305835 -0.783167 -4.845280 0.024420 3.603240 0.642515 0.285684 0.163050 0.000387 0.019396 0.036219 0.067024 0.038973 0.063144 0.049798 0.134220 0.113075 0.065135 0.135022 0.127715 0.159057 15.280400
0.317996 -0.188570 -0.386093 -0.582298 -5.285570 0.013119 0.928646 4.762600 0.245032 0.143675 0.000342 0.028778 0.040135 0.080393 0.061038 0.053004 0.032909 0.136187 0.127084 0.065318 0.139344 0.111800 0.177356 16.588100
-0.541982 1.384280 0.740260 -0.456228 -5.411000 0.005240 6.751340 0.353510 0.289044 0.222255 0.000322 0.010129 0.027657 0.102642 0.057469 0.053186 0.047670 0.139891 0.111434 0.059700 0.119584 0.158749 0.230535 15.274100
0.071568 0.488184 -0.292521 -0.894278 -5.181010 0.006787 4.231680 0.801806 0.265206 0.196008 0.000572 0.020019 0.033366 0.072912 0.041080 0.087356 0.062630 0.125035 0.141494 0.058490 0.120917 0.125179 0.199118 17.069800
0.023978 0.272986 -0.452424 -0.569519 -5.468050 0.007937 1.106770 8.598640 0.235291 0.161186 0.000602 0.019254 0.042081 0.059195 0.047564 0.050624 0.049561 0.123951 0.140865 0.051835 0.102102 0.176259 0.190320 15.551000
0.033203 0.263568 -0.440527 -0.571505 -4.848510 0.015101 1.343340 9.124520 0.227328 0.135718 0.000312 0.022332 0.034855 0.061952 0.047855 0.055762 0.040727 0.114336 0.128676 0.044961 0.103844 0.120438 0.219988 14.567500
0.180762 0.032201 -0.428098 -0.621089 -4.707670 0.014295 1.299050 5.560750 0.198942 0.135611 0.000175 0.024061 0.029907 0.070778 0.043974 0.057838 0.047636 0.117945 0.115613 0.052416 0.104465 0.137278 0.171395 14.832000
0.027251 0.195584 -0.462561 -0.457118 -5.546100 0.012863 1.191620 8.503670 0.188483 0.150933 0.000307 0.022951 0.032456 0.068785 0.049953 0.042822 0.042630 0.149385 0.148058 0.047306 0.093369 0.120516 0.249133 15.128200
0.127868 0.465110 -0.300365 -1.095000 -4.126050 0.017198 4.083700 0.398959 0.284338 0.161106 0.000392 0.021656 0.040830 0.064350 0.036220 0.058010 0.052465 0.120526 0.124551 0.067529 0.110405 0.146075 0.195770 15.321900
0.156148 -0.056700 -0.443421 -0.401468 -5.099510 0.005881 0.903573 5.997290 0.265779 0.166380 0.000810 0.022496 0.038851 0.070320 0.047711 0.060672 0.047640 0.143977 0.116772 0.042937 0.139481 0.151792 0.175311 17.005200
0.094788 0.163116 -0.373807 -0.439252 -5.298460 0.014676 1.022340 9.313160 0.233263 0.166344 0.000150 0.030537 0.032701 0.093934 0.060494 0.065824 0.038568 0.141552 0.137720 0.043440 0.136174 0.164363 0.171967 17.192700
0.245250 0.028596 -0.339758 -0.718456 -5.137390 0.025303 2.546640 0.385673 0.217527 0.154242 0.000242 0.024632 0.030858 0.059191 0.051532 0.054404 0.041187 0.114063 0.117245 0.058987 0.107064 0.147468 0.182355 14.539100
0.116584 -0.008101 -0.468036 -0.403604 -5.880690 0.018688 2.425220 0.336508 0.205411 0.157776 0.000490 0.028739 0.050034 0.054714 0.036251 0.043302 0.052610 0.132735 0.151864 0.040684 0.122674 0.170748 0.226043 16.240500
0.396071 -0.070834 -0.279700 -0.939822 -4.779430 0.024826 2.661690 0.146917 0.277546 0.164814 0.000145 0.019826 0.037246 0.078810 0.047458 0.048276 0.047876 0.142183 0.125651 0.066827 0.157434 0.122917 0.141786 15.237200
-0.574822 1.384540 0.657863 -0.441479 -5.410230 0.003816 6.828010 0.449828 0.281510 0.227158 0.000127 0.014739 0.035348 0.095346 0.052227 0.059438 0.043802 0.125072 0.127592 0.064904 0.108359 0.119782 0.255353 15.068000
-0.072054 0.530300 -0.387503 -0.618826 -4.808820 0.026874 3.972810 0.216543 0.259088 0.161160 0.000455 0.019305 0.044826 0.065511 0.030911 0.059857 0.047594 0.130514 0.116345 0.035395 0.125434 0.158333 0.188776 15.156900
0.116727 0.351242 -0.305835 -0.783167 -4.845280 0.026096 3.603240 0.642515 0.251558 0.163050 0.000150 0.023528 0.038079 0.078435 0.044315 0.066331 0.039175 0.138443 0.121348 0.060930 0.139146 0.165805 0.189341 15.537700
0.405782 -0.403453 -0.360930 -0.639857 -4.841840 0.025647 2.067300 0.583864 0.183127 0.134872 0.000490 0.025231 0.036725 0.088723 0.053221 0.060075 0.045063 0.105927 0.146110 0.056830 0.100327 0.143631 0.163462 16.551700
-0.026943 0.249854 -0.526408 -0.395023 -5.526590 0.013291 1.065040 9.770190 0.250379 0.147209 0.000245 0.025189 0.048224 0.070755 0.032545 0.070881 0.035989 0.117501 0.128224 0.042433 0.106894 0.128415 0.185859 15.266400
0.129715 0.313081 -0.370745 -0.858856 -4.274180 0.024379 3.824110 0.325749 0.245853 0.143225 0.000210 0.022502 0.037998 0.070742 0.039462 0.059029 0.044362 0.112137 0.127926 0.073578 0.109166 0.116977 0.161805 14.700200
0.070147 0.286509 -0.503477 -0.829643 -4.544710 0.006048 1.533150 7.861930 0.224813 0.150782 0.000097 0.024482 0.052674 0.071534 0.031155 0.057936 0.043523 0.119039 0.113322 0.059599 0.096954 0.158713 0.181777 15.153200
-0.159802 1.004200 0.066551 -0.857206 -4.585310 0.014048 5.876950 0.202509 0.233325 0.183509 0.000180 0.020669 0.032179 0.079055 0.054292 0.058029 0.046741 0.135472 0.129436 0.079936 0.128073 0.124386 0.253377 15.552800
0.103062 0.060373 -0.487183 -0.403418 -5.950600 0.005706 0.954433 6.348840 0.233673 0.140432 0.000082 0.017655 0.039408 0.083474 0.048098 0.046549 0.047470 0.124637 0.145785 0.042389 0.118336 0.155392 0.179525 14.781800
-0.332341 1.445780 0.510625 -0.881229 -3.732320 0.014986 6.449800 0.238019 0.257364 0.182302 0.000290 0.012204 0.027007 0.091580 0.055267 0.073565 0.051819 0.121732 0.112167 0.082905 0.107081 0.127568 0.256880 15.492100
0.127340 0.285347 -0.409191 -0.835108 -4.356710 0.007374 1.213710 8.882110 0.189401 0.142962 0.000210 0.015357 0.037361 0.090579 0.042220 0.044505 0.046650 0.130886 0.122265 0.051764 0.085886 0.153922 0.216160 14.625600
-0.307951 0.907128 -0.251189 -0.562126 -4.795110 0.016258 5.341130 0.651835 0.234329 0.182791 0.000202 0.018587 0.035622 0.077513 0.041870 0.072819 0.041803 0.127185 0.120689 0.065400 0.125200 0.129470 0.237635 14.982100
-0.407771 0.989958 -0.314571 -0.383995 -4.863630 0.017139 5.766740 0.344123 0.231562 0.168836 0.000297 0.019076 0.033465 0.088013 0.042841 0.062285 0.049228 0.129899 0.114106 0.056794 0.117484 0.111387 0.243873 15.593600
0.008120 0.432122 -0.355694 -0.664574 -5.104930 0.019352 4.171480 0.316162 0.151050 0.167235 0.000122 0.021812 0.038771 0.070862 0.033084 0.056396 0.061045 0.191075 0.154920 0.047255 0.107296 0.107576 0.323104 16.430800
-0.457511 1.187420 -0.182080 -0.366378 -5.264980 0.017580 6.664570 0.294373 0.287581 0.163657 0.000267 0.019815 0.031003 0.074215 0.046164 0.064520 0.045982 0.141231 0.123561 0.052102 0.136896 0.164906 0.221747 15.317800
0.024640 0.233182 -0.510046 -0.464497 -5.621710 0.014345 1.552740 8.012800 0.229386 0.140060 0.000345 0.024356 0.048123 0.090819 0.030744 0.058065 0.040006 0.129389 0.133032 0.040598 0.110873 0.150800 0.265499 15.918600
-0.193701 0.827710 -0.143186 -0.522899 -5.661990 0.016518 4.926680 0.228188 0.308710 0.175872 0.000020 0.017555 0.043584 0.067188 0.066768 0.060478 0.052382 0.152763 0.118015 0.060349 0.144481 0.172086 0.192821 16.376700
0.060749 0.279650 -0.507664 -0.782568 -4.523350 0.002696 1.268230 8.306740 0.221496 0.155948 0.000112 0.021741 0.049904 0.069100 0.036256 0.050757 0.051585 0.114382 0.116310 0.082719 0.098822 0.119677 0.219517 15.039200
